id_wt,wort,aktualisiert,rechtschreibung,zertifikat,bedeutung_text,beispiel_text,star,stufe,bedeutung,beispiel
31,Aktie,1,Aktie,0,"Ak­tie, die : Urkunde, in der das Anteilsrecht am Grundkapital einer Aktiengesellschaft festgelegt und der Anspruch auf einen bestimmten Teil des Gewinnes verbrieft ist
Lautschrift: 
[ˈakt͜si̯ə] [sound:ID4130418_318858252.mp3]
",sein Vermögen in Aktien anlegen,,7,"Ak­tie, die : <div class=""content"">Urkunde, in der das Anteilsrecht am Grundkapital einer Aktiengesellschaft festgelegt und der Anspruch auf einen bestimmten Teil des Gewinnes verbrieft ist</div><br><dl>
<dt class=""label"">Lautschrift: </dt>
<dd class=""lautschrift"">[<em><span class=""font_ph"">ˈakt͜si̯ə</span></em>] <span>[sound:ID4130418_318858252.mp3]</span></dd>
</dl></br>","<div class=""Aktie""></div><span class=""beispiel""><span class=""font_normal"">sein Vermögen in Aktien anlegen</span></span>"
32,akustisch,1,akustisch,0,"akus­tisch : 
den Schall, Klang betreffend, klanglich, klangmäßig, durch das Gehör

Betonung: 


akụstisch


Lautschrift: 
[aˈkʊstɪʃ] [sound:ID6286590_281165947.mp3]
",akustische Signale,,5,"akus­tisch : <div class=""Bedeutung"" id=""Bedeutung2"">
<span class=""content"">den Schall, Klang betreffend, klanglich, klangmäßig, durch das Gehör</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content"">
<em>
<span class=""font_ph"">akụstisch</span>
</em>
</dd>
<dt class=""label"">Lautschrift: </dt>
<dd class=""lautschrift"">[<em><span class=""font_ph"">aˈkʊstɪʃ</span></em>] <span>[sound:ID6286590_281165947.mp3]</span></dd>
</dl></br>","<div class=""akustisch""></div><span class=""beispiel""><span class=""font_normal"">akustische Signale</span></span>"
32,akustisch,1,akustisch,0,"akus­tisch : 
den Schall, Klang betreffend, klanglich, klangmäßig, durch das Gehör

Betonung: 


akụstisch


Lautschrift: 
[aˈkʊstɪʃ] [sound:ID6286590_281165947.mp3]
",akustischer Typ[us],,5,"akus­tisch : <div class=""Bedeutung"" id=""Bedeutung2"">
<span class=""content"">den Schall, Klang betreffend, klanglich, klangmäßig, durch das Gehör</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content"">
<em>
<span class=""font_ph"">akụstisch</span>
</em>
</dd>
<dt class=""label"">Lautschrift: </dt>
<dd class=""lautschrift"">[<em><span class=""font_ph"">aˈkʊstɪʃ</span></em>] <span>[sound:ID6286590_281165947.mp3]</span></dd>
</dl></br>","<div class=""akustisch""></div><span class=""beispiel""><span class=""font_normal"">akustischer Typ[us]</span></span>"
32,akustisch,1,akustisch,0,"akus­tisch : 
den Schall, Klang betreffend, klanglich, klangmäßig, durch das Gehör

Betonung: 


akụstisch


Lautschrift: 
[aˈkʊstɪʃ] [sound:ID6286590_281165947.mp3]
",etwas akustisch wahrnehmen,,5,"akus­tisch : <div class=""Bedeutung"" id=""Bedeutung2"">
<span class=""content"">den Schall, Klang betreffend, klanglich, klangmäßig, durch das Gehör</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content"">
<em>
<span class=""font_ph"">akụstisch</span>
</em>
</dd>
<dt class=""label"">Lautschrift: </dt>
<dd class=""lautschrift"">[<em><span class=""font_ph"">aˈkʊstɪʃ</span></em>] <span>[sound:ID6286590_281165947.mp3]</span></dd>
</dl></br>","<div class=""akustisch""></div><span class=""beispiel""><span class=""font_normal"">etwas akustisch wahrnehmen</span></span>"
33,alleinerziehend,1,alleinerziehend,0,"al­lein­er­zie­hend, al­lein er­zie­hend : (von einem Elternteil) ein Kind, Kinder allein (c) erziehend
Betonung: 


alle̲i̲nerziehend



alle̲i̲n erziehend


",ein alleinerziehender Vater,,5,"al­lein­er­zie­hend, al­lein er­zie­hend : <div class=""content"">(von einem Elternteil) ein Kind, Kinder <a href=""http://www.duden.de/rechtschreibung/allein_Adjektiv#b2-Bedeutung-c"" meta-ref-anker=""#b2-Bedeutung-c"" meta-ref-id=""10006887"" meta-ref-name=""allein_Adjektiv"" meta-type=""art"">allein (c)</a> erziehend</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content"">
<em>
<span class=""font_ph"">alle̲i̲nerziehend</span>
</em>
<br/>
<em>
<span class=""font_ph"">alle̲i̲n erziehend</span>
</em>
</dd>
</dl></br>","<div class=""alleinerziehend""></div><span class=""beispiel""><span class=""font_normal"">ein alleinerziehender Vater</span></span>"
33,alleinerziehend,1,alleinerziehend,0,"al­lein­er­zie­hend, al­lein er­zie­hend : (von einem Elternteil) ein Kind, Kinder allein (c) erziehend
Betonung: 


alle̲i̲nerziehend



alle̲i̲n erziehend


",sie ist alleinerziehend,,5,"al­lein­er­zie­hend, al­lein er­zie­hend : <div class=""content"">(von einem Elternteil) ein Kind, Kinder <a href=""http://www.duden.de/rechtschreibung/allein_Adjektiv#b2-Bedeutung-c"" meta-ref-anker=""#b2-Bedeutung-c"" meta-ref-id=""10006887"" meta-ref-name=""allein_Adjektiv"" meta-type=""art"">allein (c)</a> erziehend</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content"">
<em>
<span class=""font_ph"">alle̲i̲nerziehend</span>
</em>
<br/>
<em>
<span class=""font_ph"">alle̲i̲n erziehend</span>
</em>
</dd>
</dl></br>","<div class=""alleinerziehend""></div><span class=""beispiel""><span class=""font_normal"">sie ist alleinerziehend</span></span>"
34,Allergie,1,Allergie,0,"Al­l­er­gie, die : krankhafte Reaktion des Organismus auf bestimmte körperfremde Stoffe (Allergene); Überempfindlichkeit
Betonung: 
Allergi̲e̲ [sound:ID4112452_468669180.mp3]
",an einer Allergie leiden,,7,"Al­l­er­gie, die : <div class=""content"">krankhafte Reaktion des Organismus auf bestimmte körperfremde Stoffe (Allergene); Überempfindlichkeit</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Allergi̲e̲</span></em> <span>[sound:ID4112452_468669180.mp3]</span></dd>
</dl></br>","<div class=""Allergie""></div><span class=""beispiel""><span class=""font_normal"">an einer Allergie leiden</span></span>"
34,Allergie,1,Allergie,0,"Al­l­er­gie, die : krankhafte Reaktion des Organismus auf bestimmte körperfremde Stoffe (Allergene); Überempfindlichkeit
Betonung: 
Allergi̲e̲ [sound:ID4112452_468669180.mp3]
",eine Allergie gegen Birkenpollen,,7,"Al­l­er­gie, die : <div class=""content"">krankhafte Reaktion des Organismus auf bestimmte körperfremde Stoffe (Allergene); Überempfindlichkeit</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Allergi̲e̲</span></em> <span>[sound:ID4112452_468669180.mp3]</span></dd>
</dl></br>","<div class=""Allergie""></div><span class=""beispiel""><span class=""font_normal"">eine Allergie gegen Birkenpollen</span></span>"
34,Allergie,1,Allergie,0,"Al­l­er­gie, die : krankhafte Reaktion des Organismus auf bestimmte körperfremde Stoffe (Allergene); Überempfindlichkeit
Betonung: 
Allergi̲e̲ [sound:ID4112452_468669180.mp3]
",Pilzsporen können Allergien auslösen,,7,"Al­l­er­gie, die : <div class=""content"">krankhafte Reaktion des Organismus auf bestimmte körperfremde Stoffe (Allergene); Überempfindlichkeit</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Allergi̲e̲</span></em> <span>[sound:ID4112452_468669180.mp3]</span></dd>
</dl></br>","<div class=""Allergie""></div><span class=""beispiel""><span class=""font_normal"">Pilzsporen können Allergien auslösen</span></span>"
35,Alternative,1,Alternative_Entscheidungsmoeglichkeit,1,"Al­ter­na­ti­ve, die : 
freie, aber unabdingbare Entscheidung zwischen zwei Möglichkeiten; das Entweder-oder

Betonung: 
Alternati̲ve [sound:ID4107199_309085704.mp3]
",die Alternative zwischen Plan A und Plan B,,5,"Al­ter­na­ti­ve, die : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">freie, aber unabdingbare Entscheidung zwischen zwei Möglichkeiten; das Entweder-oder</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Alternati̲ve</span></em> <span>[sound:ID4107199_309085704.mp3]</span></dd>
</dl></br>","<div class=""Alternative_Entscheidungsmoeglichkeit""></div><span class=""beispiel""><span class=""font_normal"">die Alternative zwischen Plan A und Plan B</span></span>"
35,Alternative,1,Alternative_Entscheidungsmoeglichkeit,1,"Al­ter­na­ti­ve, die : 
freie, aber unabdingbare Entscheidung zwischen zwei Möglichkeiten; das Entweder-oder

Betonung: 
Alternati̲ve [sound:ID4107199_309085704.mp3]
","vor die Alternative gestellt sein, werden",,5,"Al­ter­na­ti­ve, die : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">freie, aber unabdingbare Entscheidung zwischen zwei Möglichkeiten; das Entweder-oder</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Alternati̲ve</span></em> <span>[sound:ID4107199_309085704.mp3]</span></dd>
</dl></br>","<div class=""Alternative_Entscheidungsmoeglichkeit""></div><span class=""beispiel""><span class=""font_normal"">vor die Alternative gestellt sein, werden</span></span>"
35,Alternative,1,Alternative_Entscheidungsmoeglichkeit,1,"Al­ter­na­ti­ve, die : 
zweite, andere Möglichkeit; Möglichkeit des Wählens zwischen zwei oder mehreren Dingen

Betonung: 
Alternati̲ve [sound:ID4107199_309085704.mp3]
","eine echte Alternative sein, darstellen",,5,"Al­ter­na­ti­ve, die : <div class=""Bedeutung"" id=""Bedeutung2"">
<span class=""content"">zweite, andere Möglichkeit; Möglichkeit des Wählens zwischen zwei oder mehreren Dingen</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Alternati̲ve</span></em> <span>[sound:ID4107199_309085704.mp3]</span></dd>
</dl></br>","<div class=""Alternative_Entscheidungsmoeglichkeit""></div><span class=""beispiel""><span class=""font_normal"">eine echte Alternative sein, darstellen</span></span>"
35,Alternative,1,Alternative_Entscheidungsmoeglichkeit,1,"Al­ter­na­ti­ve, die : 
zweite, andere Möglichkeit; Möglichkeit des Wählens zwischen zwei oder mehreren Dingen

Betonung: 
Alternati̲ve [sound:ID4107199_309085704.mp3]
","es gibt verschiedene Alternativen, keine Alternative zu Europa, nur eine Alternative zur Lösung dieses Problems",,5,"Al­ter­na­ti­ve, die : <div class=""Bedeutung"" id=""Bedeutung2"">
<span class=""content"">zweite, andere Möglichkeit; Möglichkeit des Wählens zwischen zwei oder mehreren Dingen</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Alternati̲ve</span></em> <span>[sound:ID4107199_309085704.mp3]</span></dd>
</dl></br>","<div class=""Alternative_Entscheidungsmoeglichkeit""></div><span class=""beispiel""><span class=""font_normal"">es gibt verschiedene Alternativen, keine Alternative zu Europa, nur eine Alternative zur Lösung dieses Problems</span></span>"
35,Alternative,1,Alternative_Anhaenger_einer_Alternativbewegung,0,,,,5,,
36,Alterung,1,Alterung,0,"Al­te­rung, die : 
(von Lebewesen, hauptsächlich vom Menschen) Vorgang des Altwerdens, das Altern (1a)Grammatikohne Plural

Betonung: 


Ạlterung


",die Alterung der Bevölkerung,,5,"Al­te­rung, die : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">(von Lebewesen, hauptsächlich vom Menschen) Vorgang des Altwerdens, das <a href=""http://www.duden.de/rechtschreibung/altern#b2-Bedeutung-1a"" meta-ref-anker=""#b2-Bedeutung-1a"" meta-ref-id=""10111358"" meta-ref-name=""altern"" meta-type=""art"">Altern (1a)</a><div class=""Grammatik""><h3>Grammatik</h3><dl>ohne Plural</dl></div></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content"">
<em>
<span class=""font_ph"">Ạlterung</span>
</em>
</dd>
</dl></br>","<div class=""Alterung""></div><span class=""beispiel""><span class=""font_normal"">die Alterung der Bevölkerung</span></span>"
36,Alterung,1,Alterung,0,"Al­te­rung, die : 
(von Gebäuden, Materialien, Geräten, Flüssigkeiten) das Altern (2a)

Betonung: 


Ạlterung


",eine vorzeitige Alterung,,5,"Al­te­rung, die : <div id=""Bedeutung2a"">
<span class=""content"">(von Gebäuden, Materialien, Geräten, Flüssigkeiten) das <a href=""http://www.duden.de/rechtschreibung/altern#b2-Bedeutung-2a"" meta-ref-anker=""#b2-Bedeutung-2a"" meta-ref-id=""10111358"" meta-ref-name=""altern"" meta-type=""art"">Altern (2a)</a></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content"">
<em>
<span class=""font_ph"">Ạlterung</span>
</em>
</dd>
</dl></br>","<div class=""Alterung""></div><span class=""beispiel""><span class=""font_normal"">eine vorzeitige Alterung</span></span>"
36,Alterung,1,Alterung,0,"Al­te­rung, die : 
(von Gebäuden, Materialien, Geräten, Flüssigkeiten) das Altern (2a)

Betonung: 


Ạlterung


",das Material unterliegt einer natürlichen Alterung,,5,"Al­te­rung, die : <div id=""Bedeutung2a"">
<span class=""content"">(von Gebäuden, Materialien, Geräten, Flüssigkeiten) das <a href=""http://www.duden.de/rechtschreibung/altern#b2-Bedeutung-2a"" meta-ref-anker=""#b2-Bedeutung-2a"" meta-ref-id=""10111358"" meta-ref-name=""altern"" meta-type=""art"">Altern (2a)</a></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content"">
<em>
<span class=""font_ph"">Ạlterung</span>
</em>
</dd>
</dl></br>","<div class=""Alterung""></div><span class=""beispiel""><span class=""font_normal"">das Material unterliegt einer natürlichen Alterung</span></span>"
36,Alterung,1,Alterung,0,"Al­te­rung, die : 
Veränderung des Gefüges, der Zusammensetzung oder der Eigenschaften durch natürliches oder künstliches Altern (2b)

Betonung: 


Ạlterung


",die künstliche Alterung von Wein,,5,"Al­te­rung, die : <div id=""Bedeutung2b"">
<span class=""content"">Veränderung des Gefüges, der Zusammensetzung oder der Eigenschaften durch natürliches oder künstliches <a href=""http://www.duden.de/rechtschreibung/altern#b2-Bedeutung-2b"" meta-ref-anker=""#b2-Bedeutung-2b"" meta-ref-id=""10111358"" meta-ref-name=""altern"" meta-type=""art"">Altern (2b)</a></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content"">
<em>
<span class=""font_ph"">Ạlterung</span>
</em>
</dd>
</dl></br>","<div class=""Alterung""></div><span class=""beispiel""><span class=""font_normal"">die künstliche Alterung von Wein</span></span>"
37,Anerkennung,1,Anerkennung,0,"An­er­ken­nung, die : 
Würdigung, Lob, Achtung, Respektierung

Betonung: 
Ạnerkennung [sound:ID4130985_30242554.mp3]
",Anerkennung von Leistungen,,5,"An­er­ken­nung, die : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">Würdigung, Lob, Achtung, Respektierung</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Ạnerkennung</span></em> <span>[sound:ID4130985_30242554.mp3]</span></dd>
</dl></br>","<div class=""Anerkennung""></div><span class=""beispiel""><span class=""font_normal"">Anerkennung von Leistungen</span></span>"
37,Anerkennung,1,Anerkennung,0,"An­er­ken­nung, die : 
Würdigung, Lob, Achtung, Respektierung

Betonung: 
Ạnerkennung [sound:ID4130985_30242554.mp3]
",keine Anerkennung finden,,5,"An­er­ken­nung, die : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">Würdigung, Lob, Achtung, Respektierung</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Ạnerkennung</span></em> <span>[sound:ID4130985_30242554.mp3]</span></dd>
</dl></br>","<div class=""Anerkennung""></div><span class=""beispiel""><span class=""font_normal"">keine Anerkennung finden</span></span>"
37,Anerkennung,1,Anerkennung,0,"An­er­ken­nung, die : 
Würdigung, Lob, Achtung, Respektierung

Betonung: 
Ạnerkennung [sound:ID4130985_30242554.mp3]
",nach Anerkennung dürsten,,5,"An­er­ken­nung, die : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">Würdigung, Lob, Achtung, Respektierung</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Ạnerkennung</span></em> <span>[sound:ID4130985_30242554.mp3]</span></dd>
</dl></br>","<div class=""Anerkennung""></div><span class=""beispiel""><span class=""font_normal"">nach Anerkennung dürsten</span></span>"
37,Anerkennung,1,Anerkennung,0,"An­er­ken­nung, die : 
Würdigung, Lob, Achtung, Respektierung

Betonung: 
Ạnerkennung [sound:ID4130985_30242554.mp3]
",jemandem seine Anerkennung zollen,,5,"An­er­ken­nung, die : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">Würdigung, Lob, Achtung, Respektierung</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Ạnerkennung</span></em> <span>[sound:ID4130985_30242554.mp3]</span></dd>
</dl></br>","<div class=""Anerkennung""></div><span class=""beispiel""><span class=""font_normal"">jemandem seine Anerkennung zollen</span></span>"
37,Anerkennung,1,Anerkennung,0,"An­er­ken­nung, die : 
Würdigung, Lob, Achtung, Respektierung

Betonung: 
Ạnerkennung [sound:ID4130985_30242554.mp3]
",in Anerkennung von jemandes Verdiensten,,5,"An­er­ken­nung, die : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">Würdigung, Lob, Achtung, Respektierung</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Ạnerkennung</span></em> <span>[sound:ID4130985_30242554.mp3]</span></dd>
</dl></br>","<div class=""Anerkennung""></div><span class=""beispiel""><span class=""font_normal"">in Anerkennung von jemandes Verdiensten</span></span>"
37,Anerkennung,1,Anerkennung,0,"An­er­ken­nung, die : 
Würdigung, Lob, Achtung, Respektierung

Betonung: 
Ạnerkennung [sound:ID4130985_30242554.mp3]
",mit Anerkennung von jemandem sprechen,,5,"An­er­ken­nung, die : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">Würdigung, Lob, Achtung, Respektierung</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Ạnerkennung</span></em> <span>[sound:ID4130985_30242554.mp3]</span></dd>
</dl></br>","<div class=""Anerkennung""></div><span class=""beispiel""><span class=""font_normal"">mit Anerkennung von jemandem sprechen</span></span>"
